"","fechaPred","varHist","varHistPonde"
"2351","9-Jun-22",1.71437917655665,1.97492702659427
"2352","10-Jun-22",1.71437917655665,1.91124906878221
"2353","13-Jun-22",1.71437917655665,1.91124906878221
"2356","14-Jun-22",1.71437917655665,1.91124906878221
"2357","15-Jun-22",1.71437917655665,1.82124312377915
"2358","16-Jun-22",1.71437917655665,1.77065661556065
"2359","17-Jun-22",1.71437917655665,1.77065661556065
"2360","20-Jun-22",1.71437917655665,1.77065661556065
"2363","21-Jun-22",1.71437917655665,1.77065661556065
"2364","22-Jun-22",1.71437917655665,1.77065661556065
"2365","23-Jun-22",1.72228372600851,2.01588495720655
"2366","24-Jun-22",1.72228372600851,2.01588495720655
"2367","27-Jun-22",1.72228372600851,2.01588495720655
"2370","28-Jun-22",1.72228372600851,2.01588495720655
"2371","29-Jun-22",1.72228372600851,1.97492702659427
"2372","30-Jun-22",1.72228372600851,1.97492702659427
"2373","1-Jul-22",1.72228372600851,1.97492702659427
"2374","4-Jul-22",1.72228372600851,1.97492702659427
"2377","5-Jul-22",1.72228372600851,1.97492702659427
"2378","6-Jul-22",1.72228372600851,1.97492702659427
"2379","7-Jul-22",1.72228372600851,1.91124906878221
"2380","8-Jul-22",1.72228372600851,1.91124906878221
"2381","11-Jul-22",1.72228372600851,1.82124312377915
"2384","12-Jul-22",1.72228372600851,1.77065661556065
"2385","13-Jul-22",1.72228372600851,1.77065661556065
"2386","14-Jul-22",1.72228372600851,1.77065661556065
"2387","15-Jul-22",1.72228372600851,1.77065661556065
"2388","18-Jul-22",1.71437917655665,1.74625476584397
"2391","19-Jul-22",1.71437917655665,1.69480409308622
"2392","20-Jul-22",1.71437917655665,1.67492751178604
"2393","21-Jul-22",1.71437917655665,1.67492751178604
"2394","22-Jul-22",1.71437917655665,1.67492751178604
"2395","25-Jul-22",1.71437917655665,1.67492751178604
"2398","26-Jul-22",1.71437917655665,1.67492751178604
"2399","27-Jul-22",1.71437917655665,1.67492751178604
"2400","28-Jul-22",1.71437917655665,1.67492751178604
"2401","29-Jul-22",1.71437917655665,1.67492751178604
"2402","1-Aug-22",1.71437917655665,1.64014409113974
"2405","2-Aug-22",1.71437917655665,1.64014409113974
"2406","3-Aug-22",1.71437917655665,1.64014409113974
"2407","4-Aug-22",1.71437917655665,1.64014409113974
"2408","5-Aug-22",1.71437917655665,1.64014409113974
"2409","8-Aug-22",1.71437917655665,1.64014409113974
"2412","9-Aug-22",1.71437917655665,1.64014409113974
"2413","10-Aug-22",1.71437917655665,1.59474553417023
"2414","11-Aug-22",1.71437917655665,1.59474553417023
"2415","12-Aug-22",1.71437917655665,1.59069370607568
"2416","15-Aug-22",1.71437917655665,1.59069370607568
"2419","16-Aug-22",1.71437917655665,1.59069370607568
"2420","17-Aug-22",1.71437917655665,1.59069370607568
"2421","18-Aug-22",1.70139546872665,1.59069370607568
"2422","19-Aug-22",1.70139546872665,1.59069370607568
"2423","22-Aug-22",1.70139546872665,1.59069370607568
"2426","23-Aug-22",1.70139546872665,1.59069370607568
"2427","24-Aug-22",1.70139546872665,1.59069370607568
"2428","25-Aug-22",1.70139546872665,1.59069370607568
"2429","26-Aug-22",1.70139546872665,1.59069370607568
"2430","29-Aug-22",1.70139546872665,1.59069370607568
"2433","30-Aug-22",1.71626112572853,1.72458388610747
"2434","31-Aug-22",1.70139546872665,1.67492751178604
"2435","1-Sep-22",1.71626112572853,2.03010960952649
"2436","2-Sep-22",1.71626112572853,2.03010960952649
"2437","5-Sep-22",1.71626112572853,2.03010960952649
"2440","6-Sep-22",1.71626112572853,2.03010960952649
"2441","7-Sep-22",1.71626112572853,2.03010960952649
"2442","8-Sep-22",1.71626112572853,2.03010960952649
"2443","9-Sep-22",1.71626112572853,2.03010960952649
"2444","12-Sep-22",1.71626112572853,2.03010960952649
"2447","13-Sep-22",1.71626112572853,2.03010960952649
"2448","14-Sep-22",1.72689166027756,2.01588495720655
"2449","15-Sep-22",1.72689166027756,2.01588495720655
"2450","19-Sep-22",1.72689166027756,2.01588495720655
"2454","20-Sep-22",1.72689166027756,1.97492702659427
"2455","21-Sep-22",1.72689166027756,1.77065661556065
"2456","22-Sep-22",1.72689166027756,1.74625476584397
"2457","23-Sep-22",1.72689166027756,1.72971227315212
"2458","26-Sep-22",1.73715639486345,2.02571512209698
"2461","27-Sep-22",1.73715639486345,2.02571512209698
"2462","28-Sep-22",1.73715639486345,2.02571512209698
"2463","29-Sep-22",1.73715639486345,2.02571512209698
"2464","30-Sep-22",1.73715639486345,2.02571512209698
"2465","3-Oct-22",1.73715639486345,2.02571512209698
"2468","4-Oct-22",1.73715639486345,2.02571512209698
"2469","5-Oct-22",1.73715639486345,2.02571512209698
"2470","6-Oct-22",1.73715639486345,2.02571512209698
"2471","7-Oct-22",1.73715639486345,2.02571512209698
"2472","10-Oct-22",1.73715639486345,2.02571512209698
"2475","11-Oct-22",1.73715639486345,2.01588495720655
"2476","12-Oct-22",1.73715639486345,2.01588495720655
"2477","13-Oct-22",1.73715639486345,1.97492702659427
"2478","14-Oct-22",1.73715639486345,1.77065661556065
"2479","17-Oct-22",1.73715639486345,1.72971227315212
"2482","18-Oct-22",1.73715639486345,1.72971227315212
"2483","19-Oct-22",1.73715639486345,1.72971227315212
"2484","20-Oct-22",1.73715639486345,1.72971227315212
"2485","21-Oct-22",1.73715639486345,1.72971227315212
"2486","24-Oct-22",1.73715639486345,1.72971227315212
"2489","25-Oct-22",1.73715639486345,1.72971227315212
"2490","26-Oct-22",1.73715639486345,1.72971227315212
"2491","27-Oct-22",1.73715639486345,1.72971227315212
"2492","28-Oct-22",1.73715639486345,1.67492751178604
"2493","31-Oct-22",1.73715639486345,1.64014409113974
"2496","1-Nov-22",1.73715639486345,1.59069370607568
"2497","3-Nov-22",1.73715639486345,1.59069370607568
"2499","4-Nov-22",1.73715639486345,1.59069370607568
"2500","7-Nov-22",1.73715639486345,1.5287339505898
"2503","8-Nov-22",1.73715639486345,1.5287339505898
"2504","9-Nov-22",1.73715639486345,1.43081820678773
"2505","10-Nov-22",1.73715639486345,1.43081820678773
"2506","11-Nov-22",1.73715639486345,1.43081820678773
"2507","14-Nov-22",1.73715639486345,1.43081820678773
"2510","15-Nov-22",1.73715639486345,1.43081820678773
"2511","16-Nov-22",1.73715639486345,1.43081820678773
"2512","17-Nov-22",1.73715639486345,1.43081820678773
"2513","18-Nov-22",1.73715639486345,1.30237014219683
"2514","22-Nov-22",1.73715639486345,1.30237014219683
"2518","23-Nov-22",1.73715639486345,1.30237014219683
"2519","24-Nov-22",1.73715639486345,1.30237014219683
"2520","25-Nov-22",1.72689166027756,1.30237014219683
"2521","28-Nov-22",1.72689166027756,1.30237014219683
"2524","29-Nov-22",1.72689166027756,1.2987991240205
"2525","30-Nov-22",1.73715639486345,1.72971227315212
"2526","1-Dec-22",1.73715639486345,1.72971227315212
"2527","2-Dec-22",1.73715639486345,1.72971227315212
"2528","5-Dec-22",1.73715639486345,1.72971227315212
"2531","6-Dec-22",1.73715639486345,1.67492751178604
"2532","7-Dec-22",1.73715639486345,1.59069370607568
"2533","8-Dec-22",1.73715639486345,1.59069370607568
"2534","9-Dec-22",1.73715639486345,1.5287339505898
"2535","13-Dec-22",1.73715639486345,1.43081820678773
"2539","14-Dec-22",1.73715639486345,1.43081820678773
"2540","15-Dec-22",1.73715639486345,1.43081820678773
"2541","16-Dec-22",1.73715639486345,1.41940146592134
"2542","19-Dec-22",1.73715639486345,1.41940146592134
"2545","20-Dec-22",1.73715639486345,1.41940146592134
"2546","21-Dec-22",1.73715639486345,1.41940146592134
"2547","22-Dec-22",1.73715639486345,1.41940146592134
"2548","23-Dec-22",1.73715639486345,1.41940146592134
"2549","26-Dec-22",1.73715639486345,1.41940146592134
"2552","27-Dec-22",1.73715639486345,1.41940146592134
"2553","28-Dec-22",1.73715639486345,1.41940146592134
"2554","29-Dec-22",1.73715639486345,1.58225701326325
"2555","30-Dec-22",1.73715639486345,1.58225701326325
"2556","2-Jan-23",1.75723559821648,1.79209083360502
"2559","3-Jan-23",1.75723559821648,1.79209083360502
"2560","4-Jan-23",1.75723559821648,1.79209083360502
"2561","5-Jan-23",1.75723559821648,1.79209083360502
"2562","6-Jan-23",1.75723559821648,1.72971227315212
"2563","9-Jan-23",1.75723559821648,1.72971227315212
"2566","10-Jan-23",1.75723559821648,1.59069370607568
"2567","11-Jan-23",1.75723559821648,1.58225701326325
"2568","12-Jan-23",1.75723559821648,1.58225701326325
"2569","13-Jan-23",1.75723559821648,1.58225701326325
"2570","16-Jan-23",1.75723559821648,1.58225701326325
"2573","17-Jan-23",1.75723559821648,1.58225701326325
"2574","18-Jan-23",1.75723559821648,1.58225701326325
"2575","19-Jan-23",1.75723559821648,1.58225701326325
"2576","20-Jan-23",1.75723559821648,1.58225701326325
"2577","23-Jan-23",1.74813722723596,1.58225701326325
"2580","24-Jan-23",1.74813722723596,1.58225701326325
"2581","25-Jan-23",1.74813722723596,1.58225701326325
"2582","26-Jan-23",1.74813722723596,1.58225701326325
"2583","27-Jan-23",1.74813722723596,1.5287339505898
"2584","30-Jan-2023",1.74813722723596,1.43081820678773
